MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,AgeSold,LayoutType,TotalBaths,Total_sqft
RL,72.0,8872,NAmes,1Fam,1Story,5,2008,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,595,317,912,Ex,Y,912,0,912,1,2,Gd,5,0,Detchd,1992.0,Unf,2,576,0,240,147000,43,Few Rooms,1.0,2736
RL,65.0,8769,NridgHt,TwnhsE,1Story,9,2008,MetalSd,MetalSd,BrkFace,Ex,PConc,Ex,TA,No,1540,162,1702,Ex,Y,1702,0,1702,1,1,Ex,7,1,Attchd,2008.0,Fin,3,1052,0,72,367294,0,Typical Layout,1.5,5106
RL,70.0,7910,NAmes,1Fam,SLvl,5,1960,BrkFace,HdBoard,None,TA,CBlock,TA,TA,No,666,409,1075,Gd,Y,1507,0,1507,0,4,TA,7,0,Basment,1960.0,Unf,1,404,0,0,127000,48,Typical Layout,2.0,4089
RL,70.0,18890,Sawyer,Duplex,1.5Fin,5,1977,Plywood,Plywood,None,TA,CBlock,Gd,TA,No,498,652,1361,Ex,Y,1361,1259,2620,0,4,TA,12,1,BuiltIn,1977.0,RFn,2,600,155,24,190000,30,Many Rooms,3.0,6601
RL,70.0,7728,NAmes,Duplex,SLvl,5,1962,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,Av,803,303,1106,TA,Y,1190,0,1190,1,3,TA,6,0,Attchd,1962.0,Unf,2,540,0,18,132500,44,Typical Layout,1.0,3486
RL,70.0,9842,NAmes,Duplex,1Story,4,1962,HdBoard,HdBoard,None,TA,Slab,None,None,None,0,0,0,TA,Y,1224,0,1224,0,2,TA,6,0,CarPort,1962.0,Unf,2,462,0,0,101800,45,Typical Layout,2.0,2448
RL,55.0,12160,NAmes,1Fam,1Story,5,1959,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,1000,188,1188,Fa,Y,1188,0,1188,1,3,TA,6,0,Attchd,1959.0,RFn,2,531,0,0,142000,51,Typical Layout,1.0,3564
RH,55.0,8525,SWISU,1Fam,2Story,5,1950,MetalSd,MetalSd,None,TA,PConc,TA,TA,Av,0,940,940,TA,N,1024,940,1964,0,4,TA,7,0,None,1914.0,None,0,0,0,192,130000,97,Typical Layout,1.5,4868
RL,96.0,13132,Crawfor,1Fam,2Story,5,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,TA,Mn,0,747,747,Gd,Y,892,892,1784,0,4,TA,9,0,Detchd,1914.0,Unf,1,180,203,40,138887,92,Many Rooms,1.5,4315
RL,36.0,2628,NridgHt,Twnhs,2Story,7,2003,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,TA,No,0,764,764,Ex,Y,764,862,1626,0,2,Gd,6,0,BuiltIn,2003.0,RFn,2,474,0,27,175500,7,Typical Layout,2.5,4016
RL,41.0,12393,CollgCr,1Fam,2Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,847,847,Ex,Y,847,1101,1948,0,4,Gd,8,1,BuiltIn,2004.0,Fin,2,434,100,48,195000,2,Typical Layout,2.5,4743
RL,63.0,13072,SawyerW,1Fam,1Story,6,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,1141,1141,Ex,Y,1141,0,1141,0,3,TA,6,0,Detchd,2005.0,Unf,2,484,0,0,142500,1,Typical Layout,1.5,3423
RL,64.0,9037,Timber,1Fam,1Story,8,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,428,1048,1476,Ex,Y,1484,0,1484,0,2,Ex,6,1,Attchd,2006.0,RFn,2,472,120,33,265900,1,Typical Layout,2.0,4444
RL,65.0,8158,CollgCr,1Fam,2Story,7,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,550,334,884,Ex,Y,884,884,1768,1,3,Gd,8,0,Attchd,2003.0,RFn,2,543,0,63,224900,5,Typical Layout,2.5,4420
RL,83.0,9849,Somerst,1Fam,1Story,7,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,0,1689,1689,Ex,Y,1689,0,1689,0,3,Gd,7,0,Attchd,2007.0,RFn,3,954,0,56,248328,0,Typical Layout,2.0,5067
RL,85.0,10625,NWAmes,1Fam,SFoyer,7,1974,Plywood,Plywood,BrkFace,TA,CBlock,Gd,TA,Gd,885,0,1053,TA,Y,1173,0,1173,1,3,Gd,6,2,Attchd,1974.0,RFn,2,528,0,120,170000,36,Typical Layout,2.0,3399
RL,107.0,13891,NridgHt,1Fam,1Story,10,2006,VinylSd,VinylSd,None,Ex,PConc,Ex,Gd,Gd,1386,690,2076,Ex,Y,2076,0,2076,1,2,Ex,7,1,Attchd,2006.0,Fin,3,850,216,229,465000,0,Typical Layout,2.5,6228
RL,78.0,11435,Crawfor,1Fam,2Story,8,1950,BrkFace,Stucco,None,TA,PConc,Gd,TA,No,0,792,792,Fa,Y,792,725,1517,0,3,Gd,7,2,Detchd,1931.0,Unf,2,400,0,0,230000,77,Typical Layout,1.0,3826
RL,78.0,12090,NWAmes,1Fam,SLvl,6,2003,VinylSd,VinylSd,BrkFace,TA,CBlock,Gd,TA,No,0,585,585,Ex,Y,1140,728,1868,0,3,TA,7,1,BuiltIn,1984.0,Fin,2,477,268,112,178000,23,Typical Layout,3.5,4321
FV,65.0,8125,Somerst,1Fam,2Story,7,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,756,756,Ex,Y,756,797,1553,0,3,Gd,6,0,Attchd,2005.0,RFn,2,615,0,45,186500,1,Typical Layout,2.5,3862
RL,60.0,12328,Mitchel,1Fam,SLvl,6,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Av,539,473,1012,TA,Y,1034,0,1034,1,3,TA,6,0,Attchd,1976.0,Unf,3,888,0,0,169900,34,Typical Layout,1.0,3080
RM,60.0,9600,OldTown,1Fam,2.5Unf,6,1950,AsbShng,AsbShng,None,TA,BrkTil,Gd,TA,No,319,416,735,Fa,N,1134,924,2058,0,3,TA,8,1,Detchd,1950.0,Unf,2,396,0,0,129500,91,Typical Layout,1.5,4851
RL,60.0,7200,NAmes,1Fam,1Story,5,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,534,246,876,TA,Y,988,0,988,0,3,TA,6,0,Attchd,1950.0,Unf,1,276,0,80,119000,57,Typical Layout,1.0,2852
RL,93.0,11160,NAmes,1Fam,1Story,7,1968,BrkFace,BrkFace,None,Gd,CBlock,TA,TA,No,1065,1045,2110,Ex,Y,2110,0,2110,1,3,Ex,8,2,Attchd,1968.0,Fin,2,522,0,0,244000,42,Typical Layout,2.5,6330
RL,62.0,3136,NridgHt,TwnhsE,1Story,7,2003,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,TA,No,0,1405,1405,Ex,Y,1405,0,1405,0,2,Gd,6,1,Attchd,2003.0,RFn,2,478,148,36,171750,3,Typical Layout,2.0,4215
RL,62.0,9858,Mitchel,1Fam,1Story,5,1968,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,510,354,864,TA,Y,874,0,874,1,3,TA,5,0,Attchd,1968.0,RFn,1,288,33,0,130000,41,Few Rooms,1.0,2612
RL,60.0,17542,Veenker,1Fam,2Story,7,2003,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,TA,Gd,125,36,1192,TA,Y,1516,651,2167,1,3,Gd,9,2,Attchd,1974.0,RFn,2,518,220,47,294000,33,Many Rooms,2.5,5526
RL,60.0,6931,Edwards,1Fam,2Story,7,2004,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,746,746,Ex,Y,760,896,1656,0,3,Gd,7,1,BuiltIn,2003.0,Fin,2,397,178,128,165400,5,Typical Layout,2.5,4058
RM,52.0,6240,BrkSide,1Fam,1.5Fin,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Fa,No,425,459,884,TA,Y,959,408,1367,0,3,TA,6,1,Detchd,1978.0,Unf,1,560,0,0,127500,76,Typical Layout,1.0,3618
RL,91.0,14303,NoRidge,1Fam,1Story,8,1994,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,TA,Gd,1314,672,1986,Ex,Y,1987,0,1987,1,2,Gd,7,1,Attchd,1994.0,Fin,2,691,262,36,301500,14,Typical Layout,2.0,5960
RL,56.0,4060,Edwards,1Fam,1Story,5,1950,Wd Sdng,Wd Sdng,None,TA,PConc,Fa,TA,No,0,864,864,Ex,Y,864,0,864,0,2,TA,4,0,None,2005.0,None,0,0,0,96,99900,87,Few Rooms,1.0,2592
RL,59.0,9587,Gilbert,1Fam,SLvl,7,2005,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Gd,655,201,856,Ex,Y,1166,0,1166,1,2,Gd,5,0,Attchd,2005.0,Fin,2,400,212,0,190000,3,Few Rooms,2.0,3188
RL,65.0,9750,NAmes,1Fam,1Story,6,1969,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,No,602,14,1054,Gd,Y,1054,0,1054,1,3,TA,6,0,Attchd,1969.0,Unf,2,460,180,0,151000,39,Typical Layout,1.5,3162
RL,80.0,24682,Gilbert,1Fam,2Story,6,1999,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,841,841,Ex,Y,892,783,1675,0,3,TA,7,1,BuiltIn,1999.0,Fin,2,502,0,103,181000,10,Typical Layout,2.5,4191
RL,80.0,9600,NAmes,1Fam,1Story,5,1956,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,504,546,1050,Gd,Y,1050,0,1050,0,2,TA,5,0,Attchd,1956.0,Unf,1,338,0,0,128900,53,Few Rooms,1.0,3150
RL,60.0,11250,ClearCr,1Fam,1.5Fin,4,1989,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,Av,0,1104,1104,Ex,Y,1104,684,1788,1,5,TA,8,2,Attchd,1957.0,Unf,1,304,120,0,161500,52,Typical Layout,1.0,4680
RL,60.0,13515,BrkSide,1Fam,2Story,6,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,TA,No,0,764,764,Ex,Y,1060,764,1824,0,3,TA,8,1,Detchd,1940.0,Unf,2,520,0,0,180500,88,Typical Layout,1.0,4412
RH,34.0,4060,NAmes,TwnhsE,1Story,6,1999,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,No,266,1139,1405,Ex,Y,1337,0,1337,1,2,Gd,5,0,Attchd,1998.0,Fin,2,511,144,68,181000,10,Few Rooms,2.0,4079
FV,35.0,3735,Somerst,TwnhsE,2Story,7,1999,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,No,450,241,691,Ex,Y,713,739,1452,1,3,Gd,6,0,Detchd,1999.0,Unf,2,506,0,34,183900,7,Typical Layout,2.5,3595
RM,60.0,10120,OldTown,2fmCon,2.5Unf,7,1950,Wd Sdng,Wd Sdng,None,Fa,CBlock,TA,TA,No,0,925,925,TA,N,964,925,1889,0,4,TA,9,1,Detchd,1960.0,Unf,1,308,0,0,122000,97,Many Rooms,1.5,4703
RL,89.0,13214,Timber,1Fam,1Story,9,2009,Stucco,CmentBd,None,Ex,PConc,Ex,TA,Gd,0,2002,2002,Ex,Y,2018,0,2018,0,3,Ex,10,1,Attchd,2009.0,Fin,3,746,144,76,378500,2,Many Rooms,2.0,6038
RL,78.0,14100,Crawfor,1Fam,1.5Fin,8,1997,Stucco,Stucco,BrkFace,TA,CBlock,TA,TA,Mn,192,536,728,Ex,Y,1968,1479,3447,0,4,Gd,11,2,BuiltIn,1982.0,Unf,3,1014,314,12,381000,73,Many Rooms,3.5,7622
RL,78.0,11344,NAmes,1Fam,1.5Fin,5,1958,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,460,414,874,TA,Y,874,650,1524,0,3,TA,7,0,Attchd,1958.0,Unf,1,315,0,0,144000,49,Typical Layout,1.5,3922
RL,109.0,23595,ClearCr,1Fam,1Story,7,1979,Plywood,Plywood,None,Gd,PConc,Gd,TA,Gd,1258,74,1332,TA,Y,1332,192,1524,2,0,Gd,4,1,Attchd,1979.0,Fin,2,586,268,0,260000,31,Few Rooms,0.5,4380
RL,60.0,9156,NWAmes,1Fam,1Story,6,1968,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,0,1489,1489,Gd,Y,1489,0,1489,0,3,Gd,7,1,Attchd,1968.0,RFn,2,462,0,0,185750,41,Typical Layout,2.0,4467
RL,124.0,13526,Sawyer,1Fam,1Story,5,1965,HdBoard,Plywood,BrkFace,TA,CBlock,TA,TA,No,560,0,935,TA,Y,935,0,935,1,3,TA,5,0,Attchd,1965.0,Unf,1,288,180,0,137000,41,Few Rooms,1.0,2805
RL,124.0,11512,Edwards,1Fam,SLvl,6,2006,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,Av,719,300,1019,Gd,Y,1357,0,1357,1,2,Ex,5,1,Basment,1959.0,RFn,1,312,0,0,177000,49,Few Rooms,1.0,3733
RL,53.0,5362,Crawfor,1Fam,1.5Fin,5,2003,Wd Sdng,Wd Shng,None,TA,PConc,TA,TA,No,0,661,661,Ex,Y,661,589,1250,0,3,TA,8,1,Detchd,1985.0,Unf,2,552,242,0,139000,97,Typical Layout,2.0,3161
RL,95.0,11345,NAmes,Duplex,2Story,5,1950,AsbShng,AsbShng,Stone,TA,CBlock,TA,TA,No,220,708,928,Gd,Y,928,992,1920,0,4,TA,10,0,Detchd,1948.0,Unf,2,400,0,0,137000,59,Many Rooms,2.0,4768
RL,96.0,12936,NWAmes,1Fam,2Story,6,1972,HdBoard,Plywood,None,TA,CBlock,TA,Gd,No,593,130,723,TA,Y,735,660,1395,0,3,TA,6,1,Attchd,1972.0,Unf,2,497,294,116,162000,37,Typical Layout,1.5,3513
RL,75.0,17871,NWAmes,1Fam,SLvl,6,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,Av,528,1152,1680,Fa,Y,1724,0,1724,1,3,TA,7,1,Attchd,1967.0,RFn,2,480,0,0,197900,42,Typical Layout,1.5,5128
RL,75.0,9473,CollgCr,1Fam,2Story,8,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,804,324,1128,Ex,Y,1128,903,2031,1,3,Gd,7,1,Attchd,2002.0,RFn,2,577,0,211,237000,6,Typical Layout,2.5,5190
C (all),60.0,7500,IDOTRR,1Fam,1.5Fin,4,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,0,698,698,TA,Y,698,430,1128,0,2,TA,6,0,Detchd,1980.0,RFn,2,528,30,0,68400,90,Typical Layout,1.0,2954
RL,67.0,9808,CollgCr,1Fam,1Story,7,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,788,785,1573,Ex,Y,1573,0,1573,1,3,Gd,6,0,Attchd,2002.0,RFn,2,544,0,72,227000,7,Typical Layout,2.0,4719
RL,50.0,8049,Timber,1Fam,1Story,7,1990,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,1053,256,1309,TA,Y,1339,0,1339,1,2,TA,6,1,Attchd,1990.0,Fin,2,484,0,58,180000,16,Typical Layout,2.0,3987
RL,61.0,8800,CollgCr,1Fam,1Story,5,2008,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,Mn,532,364,1040,TA,Y,1040,0,1040,0,3,Gd,5,0,Detchd,1977.0,Unf,2,484,0,0,150500,32,Few Rooms,2.0,3120
RL,94.0,9400,Mitchel,Duplex,2Story,6,1971,MetalSd,Wd Shng,None,TA,CBlock,TA,TA,Av,0,912,912,TA,Y,912,912,1824,0,4,TA,8,0,None,1969.0,None,0,0,128,0,139000,39,Typical Layout,3.0,4560
RL,50.0,9638,SWISU,1Fam,1.5Fin,6,1990,Wd Sdng,Wd Shng,None,TA,PConc,TA,TA,No,0,804,804,Ex,Y,1699,748,2447,0,4,Gd,10,1,Detchd,1969.0,Unf,1,336,272,0,169000,91,Many Rooms,2.0,5698
RM,50.0,6000,BrkSide,1Fam,1.5Fin,6,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,0,780,780,Ex,Y,825,587,1412,0,4,TA,6,1,Detchd,1939.0,Unf,1,280,45,0,132500,70,Typical Layout,1.0,3604
RL,110.0,9790,NWAmes,1Fam,1Story,6,1963,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,569,678,1328,TA,Y,1328,0,1328,1,3,TA,6,2,Attchd,1963.0,Unf,2,528,0,26,143000,47,Typical Layout,1.5,3984
RL,40.0,36500,ClearCr,1Fam,1Story,5,1964,Wd Sdng,Wd Sdng,BrkCmn,TA,CBlock,TA,TA,Av,812,812,1624,Fa,Y,1582,0,1582,0,4,TA,7,0,Attchd,1964.0,Unf,2,390,168,198,190000,42,Typical Layout,2.0,4788
RL,40.0,5664,StoneBr,TwnhsE,1Story,8,2000,CemntBd,CmentBd,None,Gd,PConc,Gd,TA,No,1158,343,1501,Ex,Y,1659,0,1659,1,2,Ex,5,1,Attchd,2000.0,Fin,2,499,212,59,278000,9,Few Rooms,2.0,4819
RL,86.0,11065,NridgHt,1Fam,2Story,8,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Mn,0,1085,1085,Ex,Y,1120,850,1970,0,3,Ex,8,1,BuiltIn,2006.0,Fin,3,753,177,74,281000,0,Typical Layout,2.5,5025
RL,21.0,14112,NAmes,1Fam,SLvl,5,1964,Wd Sdng,HdBoard,BrkFace,TA,PConc,TA,TA,Av,1014,138,1152,TA,Y,1152,0,1152,1,3,TA,6,1,Attchd,1964.0,RFn,2,484,227,0,180500,46,Typical Layout,1.0,3456
RM,21.0,1680,BrDale,Twnhs,2Story,5,1972,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,TA,No,231,399,630,TA,Y,630,672,1302,0,3,TA,6,0,Detchd,1972.0,Unf,1,264,185,0,119500,37,Typical Layout,2.5,3234
RM,60.0,6600,OldTown,1Fam,2Story,5,1965,Wd Sdng,Wd Sdng,None,TA,Stone,TA,TA,No,0,994,994,TA,N,1378,994,2372,0,4,TA,11,0,Attchd,1985.0,RFn,1,432,0,287,107500,117,Many Rooms,2.0,5738
RL,78.0,10140,NWAmes,1Fam,2Story,7,1976,HdBoard,HdBoard,None,TA,PConc,Gd,TA,No,194,638,832,TA,Y,832,832,1664,0,4,TA,8,1,Attchd,1976.0,RFn,2,528,0,28,162900,30,Typical Layout,2.5,4160
RL,60.0,8172,Edwards,1Fam,1Story,5,1990,WdShing,Plywood,None,TA,CBlock,TA,TA,No,167,697,864,TA,Y,864,0,864,1,2,TA,5,0,Detchd,1957.0,Unf,2,572,0,0,115000,51,Few Rooms,1.0,2592
RL,70.0,8400,NAmes,1Fam,1Story,5,1968,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Av,1016,36,1052,Gd,Y,1052,0,1052,1,3,TA,5,0,Attchd,1968.0,RFn,1,288,356,0,138500,38,Few Rooms,1.5,3156
RL,80.0,8700,NAmes,1Fam,1Story,5,1963,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,Mn,776,344,1120,Gd,Y,1128,0,1128,1,3,TA,6,0,Attchd,1963.0,RFn,2,525,192,20,155000,45,Typical Layout,2.0,3376
RM,35.0,3675,Edwards,TwnhsE,SFoyer,6,2006,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,Gd,547,0,547,Gd,Y,1072,0,1072,1,2,TA,5,0,Basment,2005.0,Fin,2,525,0,44,140000,1,Few Rooms,2.0,2691
RL,75.0,7500,NAmes,1Fam,1Story,5,1994,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,340,0,1246,Ex,Y,1246,0,1246,1,3,Gd,6,0,Attchd,1959.0,RFn,1,305,218,0,154000,51,Typical Layout,1.5,3738
RL,36.0,10762,Gilbert,1Fam,2Story,7,1999,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,694,284,978,Ex,Y,1005,978,1983,0,3,Gd,9,1,Attchd,1999.0,Fin,2,490,0,0,225000,10,Many Rooms,2.5,4944
RL,92.0,7500,Crawfor,1Fam,2Story,6,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,547,224,771,Fa,Y,753,741,1494,0,3,Gd,7,2,Attchd,1942.0,Unf,1,213,0,0,177500,67,Typical Layout,1.0,3759
RL,92.0,10120,NoRidge,1Fam,2Story,8,1994,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,740,425,1165,Ex,Y,1203,1323,2526,1,4,Gd,8,1,Attchd,1994.0,RFn,3,844,309,78,290000,12,Typical Layout,2.5,6217
RL,73.0,8688,Somerst,1Fam,1Story,7,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,0,1616,1616,Ex,Y,1616,0,1616,0,3,Gd,7,0,Attchd,2005.0,RFn,3,834,208,59,232000,1,Typical Layout,2.0,4848
RM,32.0,3363,Edwards,TwnhsE,2Story,7,2004,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,976,976,Ex,Y,976,732,1708,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,130000,2,Typical Layout,2.0,4392
RL,108.0,13173,NridgHt,1Fam,1Story,9,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,No,1572,80,1652,Ex,Y,1652,0,1652,1,2,Ex,6,2,Attchd,2006.0,Fin,2,840,404,102,325000,3,Typical Layout,2.0,4956
RL,48.0,6955,NridgHt,TwnhsE,1Story,7,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,1368,1368,Ex,Y,1368,0,1368,0,2,Gd,6,1,Attchd,2005.0,RFn,2,474,132,35,202500,1,Typical Layout,2.0,4104
RL,60.0,8072,CollgCr,1Fam,1Story,5,1995,VinylSd,VinylSd,None,TA,PConc,Gd,Gd,No,746,244,990,Ex,Y,990,0,990,1,3,TA,5,0,Detchd,2000.0,Unf,2,480,0,64,138000,15,Few Rooms,1.0,2970
RM,100.0,12000,OldTown,1Fam,1Story,5,2005,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,144,172,924,Ex,Y,1122,0,1122,1,2,Gd,6,0,Attchd,1948.0,Unf,2,528,0,36,147000,60,Typical Layout,1.0,3168
RL,100.0,7153,SawyerW,1Fam,1Story,6,1991,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,1200,78,1278,Gd,Y,1294,0,1294,1,3,Gd,6,0,Attchd,1991.0,RFn,2,496,112,51,179200,17,Typical Layout,2.0,3866
RL,100.0,17500,Crawfor,1Fam,1Story,7,2002,BrkFace,HdBoard,None,Gd,PConc,Gd,TA,Av,1406,496,1902,TA,Y,1902,0,1902,1,3,Ex,7,2,Attchd,1959.0,Fin,2,567,0,207,335000,51,Typical Layout,2.0,5706
RL,68.0,8814,CollgCr,1Fam,1Story,7,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,925,349,1274,Ex,Y,1274,0,1274,1,3,Gd,6,0,Attchd,2005.0,RFn,2,508,264,98,203000,2,Typical Layout,2.0,3822
RL,108.0,9572,NoRidge,1Fam,2Story,8,1990,Wd Sdng,Wd Sdng,BrkFace,Gd,PConc,Ex,TA,No,482,971,1453,Ex,Y,1453,1357,2810,0,4,Gd,9,1,Attchd,1990.0,RFn,2,750,500,0,302000,17,Many Rooms,2.5,7073
RL,108.0,14774,NoRidge,1Fam,2Story,9,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1393,1393,Ex,Y,1422,1177,2599,0,4,Gd,10,1,BuiltIn,1999.0,Fin,3,779,668,30,333168,11,Many Rooms,2.5,6591
RL,60.0,8190,Edwards,1Fam,1Story,4,1954,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,732,216,948,Ex,Y,948,0,948,1,3,TA,5,1,Detchd,1956.0,Unf,1,280,0,36,119000,53,Few Rooms,1.0,2844
RL,85.0,11075,NAmes,1Fam,2Story,6,1969,HdBoard,HdBoard,None,TA,CBlock,Fa,TA,Mn,500,176,952,TA,Y,1092,1020,2112,0,4,TA,9,2,Attchd,1969.0,Unf,2,576,280,0,206900,39,Many Rooms,2.5,5176
RL,61.0,10226,CollgCr,1Fam,1Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Gd,0,1622,1622,Ex,Y,1630,0,1630,1,3,Ex,8,1,Attchd,2008.0,RFn,3,860,172,42,295493,1,Typical Layout,2.0,4882
FV,47.0,4230,Somerst,TwnhsE,1Story,7,2007,VinylSd,VinylSd,None,Gd,PConc,Ex,Gd,No,0,1352,1352,Ex,Y,1352,0,1352,0,2,Gd,5,1,Attchd,2006.0,RFn,2,466,0,241,208900,1,Few Rooms,2.0,4056
RL,75.0,14781,CollgCr,1Fam,1Story,8,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,0,1753,1753,Ex,Y,1787,0,1787,0,3,Gd,7,1,Attchd,2001.0,RFn,3,748,198,150,275000,5,Typical Layout,2.0,5327
RL,75.0,10215,Edwards,1Fam,1Story,4,1954,Wd Sdng,Wd Sdng,BrkFace,TA,PConc,TA,TA,No,492,372,864,Ex,Y,948,0,948,0,3,TA,5,0,Attchd,1954.0,Unf,1,248,0,0,111000,53,Few Rooms,1.0,2760
RL,70.0,8400,NAmes,1Fam,1Story,6,1957,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,189,628,1478,Gd,Y,1478,0,1478,1,3,TA,6,2,Attchd,1957.0,RFn,2,442,114,0,156500,52,Typical Layout,1.5,4434
RL,107.0,6627,BrkSide,1Fam,1Story,3,1950,VinylSd,VinylSd,None,TA,CBlock,None,None,None,0,0,0,TA,N,720,0,720,0,2,TA,4,0,Detchd,1955.0,Unf,1,287,0,0,72500,59,Few Rooms,1.0,1440
RL,107.0,10186,NoRidge,1Fam,2Story,7,1992,HdBoard,HdBoard,None,Gd,PConc,Gd,TA,No,674,76,750,Ex,Y,1061,862,1923,1,3,Gd,8,1,Attchd,1992.0,RFn,2,564,240,39,190000,18,Typical Layout,2.5,4596
RL,50.0,5330,BrkSide,1Fam,1Story,4,1950,VinylSd,VinylSd,None,Fa,CBlock,TA,TA,No,280,140,420,Gd,Y,708,0,708,0,2,Fa,5,0,None,2007.0,None,0,0,164,0,82500,69,Few Rooms,1.0,1836
RL,75.0,9986,Somerst,1Fam,1Story,8,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Av,0,1795,1795,Ex,Y,1795,0,1795,0,2,Gd,7,1,Attchd,2007.0,RFn,3,895,0,49,147000,1,Typical Layout,2.0,5385
RM,40.0,3636,IDOTRR,1Fam,1Story,4,1950,AsbShng,AsbShng,None,TA,BrkTil,TA,Fa,No,0,796,796,Fa,N,796,0,796,0,2,TA,5,0,None,1964.0,None,0,0,0,0,55000,86,Few Rooms,1.0,2388
RH,70.0,4270,Edwards,1Fam,1Story,3,2006,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,544,0,544,Ex,Y,774,0,774,0,3,Gd,6,0,None,1982.0,None,0,0,0,0,79000,76,Typical Layout,1.0,2092
RL,60.0,6600,Mitchel,1Fam,1Story,5,2008,VinylSd,VinylSd,None,Gd,CBlock,TA,TA,No,641,175,816,Ex,Y,816,0,816,0,3,Gd,5,1,Attchd,1982.0,Unf,1,264,0,0,130500,26,Few Rooms,1.0,2448
